FTIR,Vehicle Registartion date ,Model,Subject (English),Mileage - Using Time,FTIR Report Date,Date of Incident
FTIR-16781,15-Jun-23,BREZZA,VEHICLE NOT STARTING BATTERY FAULTY,25327,4/23/2025,4/23/2025
FTIR-16788,44272,ERTIGA,Vehicle not starting and battery getting discharged due to defective MGU assy,45547,2/26/2025,2/26/2025
FTIR-16795,21-Oct-19,XL6,ENGINE NOT STARTING VEHICLE IDEALLY STOPPED THREE TO FOUR DAYS DUE TO MGU ASSY DEFECTED,54903,4/8/2025,4/8/2025
FTIR-16829,19-Feb-21,XL6,Customer found vehicle not starting and the battery gets discharged due to defective MGU assy,31281,3/21/2025,3/21/2025
FTIR-16834,9-Apr-24,GRAND,SOME TIME 360 VIEW AND REVERSE CAMERA AND HEAD LAMP NOT WORKING AND REPROGRAMMING ERROR SHOWN IN SPEEDOMETER DUE TO CAMERA CONTROLLER ASSY FOUND DEFECTIVE,35472,4/6/2025,4/6/2025
FTIR-16868,29-Sep-23,EECO,Engine not starting due to the defect of EPI Controller assy,30110,2/25/2025,2/25/2025
FTIR-16879,20-Jun-19,ERTIGA,THE VEHICLE DOES NOT STARTING IF UNUSED FOR 3 TO 4 DAYS DUE TO MGU ASSY,43589,2/1/2025,2/1/2025
FTIR-16891,15-Feb-21,ERTIGA,Engine not starting sometimes due to voltage drop in primary battery due to defective MGU unit,47139,3/7/2025,3/7/2025
FTIR-16899,17-Jan-25,FRONX,Vehicle not starting due to primary battery,860,2/19/2025,2/19/2025
FTIR-16910,23-Dec-24,SWIFT,ENGINE NOT STARTING BATTERY DEFECTIVE,8736,4/25/2025,4/25/2025
FTIR-16915,29-Dec-23,WAGONR,engine not starting,36171,3/13/2025,3/12/2025
FTIR-16926,14-Nov-23,SWIFT,LH side Front and Rear indicator not working Controller assy body electric need to replace,1769,3/1/2025,3/1/2025
FTIR-16933,8-Dec-22,CIAZ,VEHICLE NOT STARTING DUE TO MG UNIT NOT WORKING,20645,3/14/2025,3/14/2025
FTIR-16935,19-Feb-21,SWIFT,POWER STEERING NOT WORKING SPEEDOMETER NOT WORKING ABS AND MIL WARNING LAMP GLOWINGABS ACTUATOR ASSY COMPLAINT,34359,3/19/2025,3/19/2025
FTIR-16941,25-Aug-23,XL6,Engien not starting issue due to Lithium Ion Battery issue,9016,2/17/2025,2/17/2025
FTIR-16947,12-Dec-22,ALTO,ABS BRAKE NOT WORKING DUE TO ACTUATOR ASSY ABS NOT WORKING,29871,4/24/2025,4/24/2025
FTIR-16953,44710,S-PRESSO,Reverse alarm not working due to defective sensor assy park and controller assy park,26478,4/8/2025,4/8/2025
FTIR-16958,31-May-22,XL6,Vehicle reported in work shop for auto stop light A show in cluster meter we check DTC found DTC P1B9000 Aux power module Relay 1 circuit high as per DTC we check Wiring Harness Fusses Relays Battery Volts check found ok Th,58934,2/18/2025,2/18/2025
FTIR-16969,19-Dec-20,ERTIGA,ENGINE NOT STARTING DUE TO MGU ASSY DEFECTIVE,47594,4/25/2025,4/25/2025
FTIR-16983,22-Apr-21,BALENO,Stereo touch screen not responding due to defective stereo assy,18906,2/26/2025,2/26/2025
FTIR-16997,31-Aug-21,S-PRESSO,engine not starting due to defective battery,13948,2/25/2025,2/25/2025
FTIR-17000,29-Mar-24,WAGONR,Vehicle not starting Issue,5378,2/14/2025,2/12/2025
FTIR-17007,17-Jun-24,WAGONR,VEHICLE REPORTED WORKSHOP FOR VEHICLE NOT STARTING DUE TO PROBLEM WITH BATTERY,33175,4/17/2025,4/17/2025
FTIR-17052,21-Mar-22,BALENO,360 degree camera and reverse camera not working due to controller module faulty mention in MTNL Aug'24,97995,2/3/2025,2/3/2025
FTIR-17055,15-Jan-25,SWIFT,Wireless charger not working while mobile charging time we check Wireless charging Mobile connect and charging show but charging percent not growth after diagnose wireless charger defective,363,3/1/2025,3/1/2025
FTIR-17060,18-Dec-18,CIAZ,Vehicle not starting after parking for three days due to the defect of MGU unit,15970,2/25/2025,2/25/2025
FTIR-17078,21-Jan-21,ERTIGA,WHILE RUNNING TIME VEHICLE OFF AND A OFF LIGHT BLINGING AND SOME TIME VEHICLE NOT STARTING TO LITHION BATTERY DEFECT,70043,3/18/2025,3/18/2025
FTIR-17121,21-Mar-23,S-PRESSO,controller assy not working,13301,3/18/2025,3/18/2025
FTIR-17161,12-Jul-23,INVICTO,ENGINE NOT STARTING,11986,3/30/2025,3/30/2025
FTIR-17188,29-Jul-24,BREZZA,VEHICLE NOT STARTING SOMETIME BATTERY CELL WEAK CHECK WITH TESTER REMARKS COMING TO REPLACE BATTERY SEND TO VENDOR EXIDE FOR FURTHER DIAGNOSIS,6724,3/11/2025,3/11/2025
FTIR-17216,19-Jun-23,SWIFT,vehicle is reported to workshop for stereo system USB AND BLUETOOTH not working,16870,4/24/2025,4/24/2025
FTIR-17220,6-Mar-19,ERTIGA,Vehicle received with the complaint of vehicle not starting intermediately and battery getting discharged due to defect of MGU assy,39555,3/19/2025,3/19/2025
FTIR-17223,44193,XL6,Battery warning lamp glowing after starting and vehicle not starting while starting due to the defect of alternator out put low,27670,2/15/2025,2/15/2025
FTIR-17226,18-Aug-21,ERTIGA,ENGINE ASTOP function light indicate on speedometer due to Park Assy Battery with dtc code,20206,2/24/2025,2/24/2025
FTIR-17246,14-Mar-20,S-PRESSO,VEHICLE NOT STARTING DUE TO DEFECTIVE BATTERY ASSEMBLY,27525,4/17/2025,4/17/2025
FTIR-17251,25-May-22,BALENO,CAMERA NOT WORKING,7700,2/5/2025,1/22/2025
FTIR-17268,25-Nov-20,ERTIGA,Vehicle received with the complaint of vehicle not starting intermediately and battery getting discharged due to defect of MGU assy,27058,2/22/2025,2/22/2025
FTIR-17330,24-Oct-24,BREZZA,WIRELESS CHARGER NOT WORKING,6065,4/14/2025,4/14/2025
FTIR-17333,31-Dec-24,GRAND,ENGINE NOT STARTING AND BATTERY GETTING DISCHARGE DUE TO BATTERY CELL FOUND WEAK AND DEFECTIVE,1224,2/15/2025,2/15/2025
FTIR-17337,12-Feb-23,ALTO,ENGINE NOT STARTING,20233,2/11/2025,2/11/2025
FTIR-17360,25-Jan-24,ERTIGA,speedo meter parking light not working,25219,4/7/2025,4/7/2025
FTIR-17364,30-Aug-19,XL6,Vehicle not starting sub battery getting drained due to MGU internal failure,60700,2/28/2025,2/28/2025
FTIR-17385,22-Sep-20,XL6,The AUTO STOP warning lamp Glowing and Battery getting dischargedd condition due to defective of motor generator assy MGU Internal faulty condition,31639,2/19/2025,2/19/2025
FTIR-17387,0,BALENO,"TOYOTA GLANZA [K12N24R] COMBINATION METER NOT WORKING DUE TO INTERNAL DEFECT IN COMPI METER ASSY, NO MIL - NO DTC [PDS]",18,4/3/2025,10/31/2024
FTIR-17391,18-Dec-20,ERTIGA,Battery Getting Discharged When check for Current leakage found values 0 42 Ampere for more than two minutes The B terminal of the MGU was disconnected and the Current Leakage was Stopped showing 00Ampere on the Multimeter,37392,3/6/2025,3/6/2025
FTIR-17397,27-Mar-21,SWIFT,ABS MALFUCTION INDICATOR AND STEERING WARNING LIGHT REMAINS ON IN CLUSTERMETER CONTINOUSLY WITH HAND BRAKE RELEASED DUE TO OPEN CIRCUIT IN ABS ACTUATOR,17805,4/28/2025,4/28/2025
FTIR-17399,14-Nov-20,XL6,Touch screen not responding due to defective stereo,42419,2/24/2025,2/24/2025
FTIR-17401,2-Dec-20,ERTIGA,SOME TIME BATTERY WARNING LIGHT GLOWING AND A STOP LIGHT BLINKING MGU ASSY,53241,2/28/2025,2/28/2025
FTIR-17408,31-Jan-25,CELERIO,VEHICLE NOT STARTING,12,4/1/2025,3/31/2025
FTIR-17415,30-Nov-23,GRAND,VEHICLE NOT STARTING SOMETIME BATTERY CELL WEAK CHECK WITH TESTER REMARKS COMING TO REPLACE BATTERY SEND TO VENDOR EXIDE FOR FURTHER DIAGNOSIS,19302,3/18/2025,3/18/2025
FTIR-17417,31-Dec-24,SWIFT,that wireless charger not working I phone not charged and charging indication lamp not glow in smart pro system wireless charging option not show charger connector and fuse wiring check found ok No DTC found part du,725,2/9/2025,2/9/2025
FTIR-17421,12-Jan-24,SWIFT,VEHICLE NOT STARTING SOMETIME BATTERY CELL WEAK CHECK WITH TESTER REMARKS COMING TO REPLACE BATTERY SEND TO VENDOR EXIDE FOR FURTHER DIAGNOSIS,33096,2/17/2025,2/17/2025
FTIR-17426,20-Jul-19,ERTIGA,ENGINE NOT STARTING BATTERY GETTING DISCHARGED PROBLEM WITH MGU ASSY,17107,4/11/2025,4/11/2025
FTIR-17444,2-Nov-22,BREZZA,INFORTAINTMENT SYSTEM TOUCH NOT WORKING AND DISPLAY FUNCTIONS AUTOMATICALLY CHANGING WITHOUT MANUAL INTERVENTION,14891,2/22/2025,2/22/2025
FTIR-17455,31-May-23,ERTIGA,engine not starting,39709,3/5/2025,3/5/2025
FTIR-17466,22-Apr-22,VITARA,Reverse alarm not working while engaging gear to reverse due to defect of controller assy park sensor,19441,4/28/2025,4/28/2025
FTIR-17471,29-Jun-23,JIMNY,Back camera not working,18524,4/14/2025,4/14/2025
FTIR-17477,26-Aug-20,S-PRESSO,Reverse alarm not working while engaging gear to reverse due to defect of controller assy park sensor and sensor assy park,18151,4/8/2025,4/8/2025
FTIR-17488,21-Oct-22,BREZZA,INFOTAINMENT TOUCH SCREEN NOT WORKING AND FUNCTIONS AUTOMATICALY WORKING UNIT ASSY DISPLAY AUDIO,11265,3/18/2025,3/18/2025
FTIR-17499,12-Jun-20,ERTIGA,battery getting discharge intermittently is due to the compaint of MGUASSY,31173,2/28/2025,2/28/2025
FTIR-17521,19-Sep-19,XL6,ENGINE NOT STARTING,27822,3/11/2025,3/11/2025
FTIR-17524,24-Jun-24,SWIFT,VEHICLE NOT STARTING SOMETIME BATTERY CELL WEAK CHECK WITH TESTER REMARKS COMING TO REPLACE BATTERY SEND TO VENDOR EXIDE FOR FURTHER DIAGNOSIS,28643,3/23/2025,3/23/2025
FTIR-17537,16-Jul-22,ERTIGA,CUSTOMER VOICE ENGINE NOT STARTING WORKSHOP OBSERVATION DONE,58647,4/21/2025,4/21/2025
FTIR-17547,21-Feb-24,INVICTO,remote not working due to internal failure in remote assy while oerating remote for opening back door suddenly remote getting not workng while multypal use of remote,10850,2/12/2025,2/12/2025
FTIR-17551,31-Aug-21,BALENO,ABS Handbrake Engine MIL ON steering hard,25530,4/17/2025,4/17/2025
FTIR-17554,28-Jan-22,ERTIGA,engine not starting due to mgu assy defect,23715,4/15/2025,4/15/2025
FTIR-17567,19-Jul-24,EECO,engine not starting,6408,3/25/2025,3/25/2025
FTIR-17596,29-Feb-24,BREZZA,AFTER IGNITION ON THEN PRESSED POWER BUTTON INFOTAINMENT INTER MITTENTLY NOT RESPONDING DUE TO INTERNAL SYSTEM FAILURE,17961,3/5/2025,3/5/2025
FTIR-17606,9-Sep-24,ERTIGA,VEHICLE REPORTED TO WORKSHOP FOR ENGINE NOT STARTING CONCERN DUE TO PROBLEM,26287,4/19/2025,4/19/2025
FTIR-17612,20-Jan-21,ERTIGA,customer reported in workshop with auto off not working due to defective lithium ion battery,66784,4/18/2025,4/1/2025
FTIR-17619,23-Dec-20,XL6,ENGINE NOT STARTING AND BATTERY GETTING DISCHARGE DUE TO DIFECTIVE OF MGU ASSY,29274,3/5/2025,3/5/2025
FTIR-17623,19-Feb-24,BREZZA,Engine starting problem and some time engine sudden stopped at running condition due to immobilizer locket and its connector,4156,2/23/2025,2/23/2025
FTIR-17625,26-Mar-19,ERTIGA,ENGINE NOT STARTING AND MAIN BATTERY NOT CHARGING SOME TIME WHILE RUNNING DUE TO INTERNAL DEFECT OF MGU UNIT,46519,2/18/2025,2/18/2025
FTIR-17635,27-Mar-24,SWIFT,ENGINE NOT STARTING DUE BATTERY DEFECTIVE,34992,4/16/2025,4/16/2025
FTIR-17643,8-Jan-21,BALENO,The ABS MIL Lamp Power steering and brake indication lamp glowing due to the defective of ACTUATOR ASSY ABS Internal faulty condition,41415,4/6/2025,4/6/2025
FTIR-17645,23-Oct-19,ERTIGA,BATTERY GETTING DISCHARGED ENGINE NOT STARTING AUTOSTOP WARNING LIGHT GLOWING AND AUTOSTOP NOT WORKING DUE TO FOUND DEFECTIVE PACK ASSY BATTERY,50649,2/1/2025,2/1/2025
FTIR-17656,5-Dec-19,WAGONR,Engine not starting and battery getting discharged due to the defect of generator assy,24949,3/18/2025,3/17/2025
FTIR-17662,30-Jan-19,CIAZ,THE VEHICLE IS NOT STARTING IF UNUSED FOR 3 TO 4 DAYS DUE TO MGU ASSY,18597,3/6/2025,3/6/2025
FTIR-17672,20-Mar-19,ERTIGA,vehicle not starting and battery getting discharge due to the defect of MGU assy,54185,2/25/2025,2/25/2025
FTIR-17698,14-Jan-25,SWIFT,RHS INDICATOR AND HAZARD LIGHT NOT WORKING CONTROLLER ASSY BODY ELECTRICAL TO BE DEFECTIVE,1406,2/10/2025,2/10/2025
FTIR-17711,25-Apr-23,ERTIGA,VEHICLE NOT STARTING SOMETIME BATTERY CELL WEAK CHECK WITH TESTER REMARKS COMING TO REPLACE BATTERY SEND TO VENDOR EXIDE FOR FURTHER DIAGNOSIS,14123,4/10/2025,4/10/2025
FTIR-17725,3-Mar-20,XL6,Customer found vehicle not starting and the battery gets discharged due to defective MGU assy,33717,2/20/2025,2/19/2025
FTIR-17746,,WAGONR,VEHICLE NOT STARTING,10,3/20/2025,3/19/2025
FTIR-17769,21-Feb-20,ERTIGA,ENGINE NOT STARTING AND BATTERY DROPPAGE DUE TO FAULTY MGU ASSY,27405,3/21/2025,3/21/2025
FTIR-17792,4-Mar-23,SWIFT,ENGINE NOT STARTING DUETO DEFECTIVE BATTERY,5924,3/19/2025,3/19/2025
FTIR-17816,0,FRONX,Automatic car head up display not working and defective part in the display head up assy,8,4/3/2025,4/3/2025
FTIR-17819,9-Sep-23,SWIFT,Vehicle not starting due to defective ECM,18983,3/5/2025,3/5/2025
FTIR-17854,26-Sep-19,XL6,Customer found vehicle not starting and the battery gets discharged due to defective MGU assy,23473,4/10/2025,4/9/2025
FTIR-17868,13-Dec-23,JIMNY,VEHICLE NOT STARTING DUE TO BATTERY GETTING DISCHARGE AND BATTERY ASSY FOUND DEFECTIVE,6476,4/12/2025,4/12/2025
FTIR-17870,28-Sep-24,SWIFT,VEHICLE NOT STARTING SOMETIME BATTERY CELL WEAK CHECK WITH TESTER REMARKS COMING TO REPLACE BATTERY SEND TO VENDOR AMARON FOR FURTHER DIAGNOSIS,22700,3/1/2025,3/1/2025
FTIR-17873,15-Feb-24,BALENO,Suzuki connect speed limit alert notifications not working,44856,3/7/2025,3/6/2025
FTIR-17889,9-Feb-24,GRAND,Vehicle While Running Engine Suddenly Stopped And Ignition on Engine Not Starting We Checked through The help of our Technician And The Defect occur in Exide Battery,6976,3/5/2025,3/5/2025
FTIR-17901,22-Feb-23,CELERIO,engine not starting,20825,2/25/2025,2/24/2025
FTIR-17907,30-Nov-22,GRAND,"URBAN CRUISER HYRYDER (FGB1292) WIRELESS ANDROID AUTO NOT WORKING DUE TO FAULTY RECEIVER ASSY, RADIO & DISPLAY.",34393,4/3/2025,12/29/2024
FTIR-17922,0,FRONX,ENGINE NOT STARTING,15,2/19/2025,2/19/2025
FTIR-17934,24-Oct-19,ERTIGA,ENGINE NOT STARTING AND BATTERY GETTING DISCHARGE DUE TO DIFECTIVE OF MGU ASSY,79039,4/1/2025,4/1/2025
FTIR-17950,18-Dec-23,BALENO,vehicle not starting battery getting discharged,23387,3/20/2025,3/20/2025
FTIR-17981,22-Apr-23,BREZZA,SHVS NOT WORKING AND A OFF LIGHT BLINKING AND FAULTY LITHIUM ION BATTERY,3406,3/12/2025,3/12/2025
FTIR-17995,29-Aug-20,SWIFT,MIL AND ABS WARNING LIGHT GLOWING AND POWER STEERING NOT WORKING DEFFECTIVE PART ACTUATOR ASSY ABS,29336,4/5/2025,4/5/2025
FTIR-18019,8-Oct-24,WAGONR,ENGINE NOT STARTING DUE BATTERY DEFECTIVE,37544,4/19/2025,4/19/2025
FTIR-18021,17-Dec-21,ERTIGA,ENGINE NOT STARTING SOMETIME AND RUNNING TIME BATTERY LIGHT AND AOFF LIGHT BLINKING AND INTEGRATED STARTER GENERATOR DEFECT,31108,3/21/2025,3/21/2025
FTIR-18036,14-Oct-20,WAGONR,VEHICLE NOT STARTING PROBLEM SOME TIME BATTERY CELL WEAK CHECK WITH TESTER REMARK COMING TO REPLECE BATTERY SEND TO VENDOR AMARON FOR FURTHER DIGNOSIS,6862,2/17/2025,2/17/2025
FTIR-18039,44251,XL6,Customer found vehicle not starting and the battery gets discharged due to defective MGU assy,46955,3/18/2025,3/17/2025
FTIR-18043,23-Aug-23,WAGONR,reverse alarm not working due to controller assy park sensor defective,19698,4/9/2025,4/9/2025
FTIR-18054,16-Feb-24,INVICTO,ENGINE NOT STARTING AND BATTERY CELL FOUND WEAK AND DEFECTIVE,13524,4/26/2025,4/26/2025
FTIR-18059,8-Aug-21,Vitara,"After updating the software version Q-220811 to the 9-inch navigation system for the Wagon R Smile (YT3), the map no longer displays.",8267,4/10/2025,2/20/2025
FTIR-18070,31-Jan-19,CIAZ,battery getting discharge intermittently is due to the compaint of MGUASSY,48186,3/19/2025,3/19/2025
FTIR-18082,31-Dec-24,BALENO,ABS Parking Brake and Traction Control warning lights were glowing on the speedometer due to defective actuator assy abs,10495,4/26/2025,4/26/2025
FTIR-18089,18-Mar-23,GRAND,WIRELESS CHARGER NOT WORKING SOMETIME,37960,2/23/2025,2/23/2025
FTIR-18102,9-Mar-21,ALTO,REVERSE PARK SENSOR NOT WORKING DUE TO FAULTY CONTROLLER ASSYPARK SNSR,23895,4/21/2025,4/21/2025
FTIR-18108,44550,ERTIGA,BATTERY GETTING DISCHARGED ENGINE NOT STARTING DUE TO MGU UNIT DEFECTIVE,21760,2/22/2025,2/22/2025
FTIR-18118,28-Dec-18,CIAZ,Vehicle not starting after parking for three days due to the defect of MGU unit,29051,3/28/2025,3/28/2025
FTIR-18144,0,SWIFT,Vehicle not starting and battery got discharging in PDI vehicle,5,4/15/2025,4/15/2025
FTIR-18168,29-Sep-21,S-PRESSO,abs indication on and brake not effective suspected part abs actuator assy,45145,3/1/2025,2/27/2025
FTIR-18181,20-Sep-22,BALENO,Music system sometime automatic touch and touch not working,10136,2/28/2025,2/27/2025
FTIR-18206,29-Mar-23,GRAND,VEHICLE REPORTED FOR NOISE FROM ABS CONTROLLER FRONT AND BATTERY GETTING DISCHARGE VEHICLE NOT STARTING AFTER CHECK FOUND NOISE FROM ABS ACTUATOR AND DTC IN CURRENT C116107 AND P1B9000 P1BA300 P1BB300,36356,2/1/2025,1/31/2025
FTIR-18208,14-Nov-22,SWIFT,Vehicle reported at workshop for issue FM Android auto Suzuki Connect Bluetooth Automatically disconnected in vehicle running condition software version not update not working defect inside Harman music system,30260,4/9/2025,4/9/2025
FTIR-18210,45283,GRAND,controller assy data commu not working,3979,2/13/2025,2/13/2025
FTIR-18217,29-Nov-24,BREZZA,Vehicle not starting while starting the vehicle,2481,3/26/2025,3/26/2025
FTIR-18238,8-May-19,ERTIGA,ENGINE NOT STARTING WHEN VEHICLE PARKED FOR 4 OR MORE DAYS MGU ASSY TO BE DEFECTIVE,54085,4/12/2025,4/12/2025
FTIR-18242,31-Dec-22,CIAZ,Battery Getting Discharged When check for Current leakage found values 041 Ampere for more than two minutes The B terminal of the MGU was disconnected and the Current Leakage was Stopped showing 00Ampere on the Multimeter C,1469,3/19/2025,3/19/2025
FTIR-18260,9-Jul-22,CIAZ,vehicle not starting,15410,3/26/2025,3/6/2025
FTIR-18283,16-May-19,ERTIGA,Vehicle received with the complaint of vehicle not starting intermediately and battery getting discharged due to defect of MGU assy,19704,2/19/2025,2/19/2025
FTIR-18296,27-Mar-23,BALENO,power steering not working and warning light glowing due to ACTUATOR ASSYESP defective,16211,3/29/2025,3/29/2025
FTIR-18297,10-Jan-23,GRAND,Stereo touch screen not responding intermittently due to defective stereo assy,19275,4/5/2025,4/5/2025
FTIR-18328,29-Dec-22,GRAND,INFOTAINMENT BLUETOOTH NOT WORKING IN MARUTI GRAND VITARA SMART HYBRID DELTA 15L 5MT DUE TO MANUFACTURING DEFECT,21360,3/9/2025,3/8/2025
FTIR-18371,13-Dec-24,GRAND,wireless charger not working due to charger assy,1739,2/6/2025,2/6/2025
FTIR-18386,22-Feb-24,GRAND,"Radio screen freezing, inoperable, not responding to touch input - Urban Cruiser 1.5 XR",19501,2/19/2025,1/31/2025
FTIR-18446,14-Jun-22,XL6,WE RECEIVED A VEHICLE WITH COMPLAINT NOISE 360 DEGREES CAMERA NOT WORKING,35567,4/15/2025,4/15/2025
FTIR-18512,26-Mar-25,XL6,A STOP Warning lamp glowing We have checked SDT in the vehicle DTC code was P1BB200 Auxiliary power module low state of charge current so Lithium Ion Battery needs to be replace,35,4/9/2025,4/9/2025
FTIR-18552,18-Jan-25,GRAND,unable to login in suzuki connect,1305,4/1/2025,4/1/2025
FTIR-18555,24-Aug-24,BALENO,RRH window regulator not responding.,985,3/18/2025,1/27/2025
FTIR-18568,3-Feb-23,XL6,Some area Touch screen not responding due to defective Display Audio Unit Assy,21274,4/22/2025,4/22/2025
FTIR-18587,27-Sep-20,S-PRESSO,Touch screen not responding in some portions of the led display due to the inside defect of Tuner assy,22998,2/18/2025,2/18/2025
FTIR-18599,28-Feb-24,WAGONR,VEHICLE REPORTED TO WORKSHOP FOR ENGINE NOT STARTING CONCERN DUE TO PROBLEM WITH BATTERY,12520,4/19/2025,4/19/2025
FTIR-18603,28-Jun-19,CIAZ,Vehicle not starting after parking for three days due to the defect of MGU unit,34335,3/3/2025,3/3/2025
FTIR-18643,23-Apr-21,ERTIGA,Engine not Starting Not Cranking due to Auxiliary Module defective,4198,3/1/2025,3/1/2025
FTIR-18647,29-Dec-23,CELERIO,engine not starting due to defective Battery,5041,4/25/2025,4/25/2025
FTIR-18650,20-Nov-24,GRAND,CENTER LOCKING SIREN NOT WORKING LOCKING TIME DUE TO DEFECTIVE CONTROLLER SET BODY ELECTRICAL,11567,4/16/2025,4/15/2025
FTIR-18653,45366,SWIFT,REVERSE ALARM NOT WORKING AND PARKING CONTROLLER SENSOR ASSY,5593,4/3/2025,4/3/2025
FTIR-18659,28-Mar-25,FRONX,FOUND PDI VEHICLE ENGINE NOT STARTING DUE TO EXIDE BATTERY DEFECTIVE,30,4/19/2025,4/19/2025
FTIR-18671,7-Mar-20,ERTIGA,Engine not starting sometimes due to voltage drop in primary battery due to defective MGU unit,7662,4/19/2025,4/19/2025
FTIR-18684,30-Nov-24,GRAND,Wireless charger not working after some running due to wireless charger is defective,6651,4/19/2025,4/19/2025
FTIR-18698,44498,SWIFT,Steering is hard with glowing of ABS MIL POWER STEERING BRAKE SYSTEM warning light due to defective of ABS actuator assy,32679,3/21/2025,3/20/2025
FTIR-18702,27-Aug-20,ALTO,reverse alarm not working due to defective contorller assy park sensor and sensor assy park,21599,3/6/2025,3/6/2025
FTIR-18729,11-Feb-21,ERTIGA,battery getting discharge intermittently is due to the compaint of MGUASSY,45750,3/3/2025,3/3/2025
FTIR-18733,29-Aug-24,WAGONR,White Smoke emitting from the vehicle and vehicle not starting,1055,2/24/2025,2/15/2025
FTIR-18749,44596,ERTIGA,ENGINE NOT STARTING,74130,4/10/2025,4/10/2025
FTIR-18750,45008,WAGONR,brake jam frt wheel abs actuator assy,59692,3/26/2025,3/26/2025
FTIR-18752,31-Jan-22,VITARA,Battery getting discharged Engine not starting due to mgu unit,15874,2/19/2025,2/19/2025
FTIR-18766,23-Oct-23,FRONX,"A3L415-CONTROLLER ASSY, CAMERA FAUILURE-360 VIEW CAMERAS NOT WORKING-MBHKWDA3S00143667-25B1898",25476,3/30/2025,2/4/2025
FTIR-18790,31-Mar-21,S-PRESSO,Vehicle not starting and battery getting discharged due to defective MGU assy,8972,2/11/2025,2/11/2025
FTIR-18818,30-May-20,ERTIGA,Engine not starting sometimes due to voltage drop in primary battery due to defective MGU unit,21525,2/19/2025,2/19/2025
FTIR-18826,7-Sep-21,BALENO,WARNING LIGHTS GLOWN AND STEERING MOVEMENT HARD ALSO SPEEDOMETER NOT WORKING AS PER CURRENT DTC WITH THE HELP OF RO TEAM WE DIAGNOSTIC THAT THE ACTUATOR ASSY ABS IS DEFECTIVE,3600,2/28/2025,2/28/2025
FTIR-18839,14-Jun-23,SWIFT,VEHICLE REPORTED WORKSHOP FOR ENGINE NOT STARTING CONCERN DUE TO PROBLEM WITH BATTERY,87820,4/17/2025,4/17/2025
FTIR-18846,28-Sep-19,CIAZ,VEHICLE REPORTED HERE WITH COMPLAINT OF ENGINE NOT STARTING DUE TO BATTERY DOWN WE CHECKED AND FOUND BATTERY FULLY DISCHARGED DUE TO CURRENT LEAKAGE FROM MGU,24698,3/10/2025,3/10/2025
FTIR-18876,19-Aug-23,CELERIO,VEHICLE NOT STARTING SOMETIME BATTERY CELL WEAK CHECK WITH TESTER REMARKS COMING TO REPLACE BATTERY SEND TO VENDOR AMARON FOR FURTHER DIAGNOSIS,39516,3/1/2025,3/1/2025
FTIR-18942,23-Aug-24,WAGONR,ABS LIGHT GLOWING MIL LIGHT GLOWING AND AUTO STOP LIGHT BLINKING,3205,3/10/2025,3/10/2025
FTIR-18965,20-Jul-23,WAGONR,ENGINE NOT STARTING DUE TO BATTERY IS DEFECTIVE,36551,4/25/2025,4/25/2025
FTIR-18980,29-Jan-24,BREZZA,Vehicle not starting and battery got discharging due to battery found defective,12176,3/19/2025,3/19/2025
FTIR-18994,16-Mar-20,WAGONR,AFTER AUDIO SYSTEM ON WHILE SCROLL THIS SYSTEM BY TOUCH BUT TOUCHSCREEN NOT RESPONDING PROPERLY,7508,3/9/2025,3/9/2025
FTIR-19004,22-Apr-23,BREZZA,SHVS NOT WORKING AND A OFF LIGHT BLINKING AND FAULTY LITHIUM ION BATTERY,3377,2/15/2025,2/13/2025
FTIR-19008,23-Feb-24,GRAND,infotainment system hanging sometimes cannot working through steering control switch Bluetooth cant connect some time fm also not working display show audio offit is intermittent issue,16204,4/26/2025,4/26/2025
FTIR-19010,15-May-20,BALENO,infotainment system touch not working and infotainment system defective,36001,4/4/2025,4/4/2025
FTIR-19011,28-Apr-22,BALENO,360 degre camera not working,36132,2/22/2025,2/22/2025
FTIR-19014,27-Nov-20,ERTIGA,ENGINE NOT STARTING WHEN VEHICLE PARKED FOR 4 OR MORE DAYS MGU ASSY TO BE DEFECTIVE,24183,2/14/2025,2/14/2025
FTIR-19016,11-Mar-20,ERTIGA,The AUTO STOP warning lamp Glowing and Battery getting dischargedd condition due to defective of motor generator assy MGU Internal faulty condition,18228,3/5/2025,2/24/2025
FTIR-19017,17-Dec-22,ALTO,Engine not starting due to defective battery,71970,3/6/2025,3/6/2025
FTIR-19021,2-May-22,XL6,360 CAMERA NOT WORKING,31866,3/6/2025,3/6/2025
FTIR-19034,12-Dec-22,ALTO,ABS BRAKE NOT WORKING DUE TO ACTUATOR ASSY ABS NOT WORKING,29873,4/25/2025,4/25/2025
FTIR-19035,20-Jul-23,GRAND,"HYRYDER [FG221XD] AUTOSTOP WARNING LAMP GLOWING IN CLUSTER AND BATTERY NOT CHARGING DUE TO DEFECETIVE MOTOR ASSY, HV STARTER GENERATER DTC-P0A7D-00",19511,3/19/2025,2/15/2025
FTIR-19086,13-Dec-23,GRAND,Wireless charger not working properly,25042,4/22/2025,4/22/2025
FTIR-19091,8-Jun-23,ERTIGA,ENGINE NOT STARTING,82320,2/19/2025,2/19/2025
FTIR-19100,25-Jan-19,ERTIGA,repeated battery drain and engine not starting due to Current drain in MGU,25906,3/10/2025,3/10/2025
